customerid,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cluster_id,country,first_purchase_date,last_purchase_date,PCA1,PCA2,business_segment,action_category,segment_description
16358,1,4,2027.5,5,3,4,534,Loyal Customers,3,United Kingdom,2011-06-08 15:05:00,2011-12-08 15:09:00,1.9240202035384195,-1.5142469093053512,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
16409,36,5,2022.98,3,3,4,334,Loyal Customers,2,United Kingdom,2011-01-26 14:51:00,2011-11-03 16:45:00,0.9733555531402872,0.4043618300518616,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14482,18,6,2022.81,4,3,4,434,Loyal Customers,2,United Kingdom,2011-04-14 16:41:00,2011-11-21 13:14:00,1.3673942775282053,0.0407920028814485,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15341,81,1,2020.52,2,1,4,214,Hibernating,2,United Kingdom,2011-09-20 09:40:00,2011-09-20 09:40:00,-0.3253069762195223,0.4881650202462742,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17625,18,4,2020.4,4,3,4,434,Loyal Customers,2,United Kingdom,2011-03-27 12:21:00,2011-11-21 13:36:00,1.0623687186332746,-0.0883492361370757,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13593,108,5,2011.88,2,3,4,234,At Risk,2,United Kingdom,2011-01-07 16:32:00,2011-08-23 13:35:00,0.5580259210940819,1.0872822816322802,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
18069,26,5,2009.24,4,3,4,434,Loyal Customers,2,United Kingdom,2011-01-16 15:50:00,2011-11-13 16:03:00,1.090486053591978,0.2021397770479223,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15372,137,1,2007.4,2,1,4,214,Hibernating,2,United Kingdom,2011-07-25 16:39:00,2011-07-25 16:39:00,-0.5272374697573442,0.8157790320211519,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16098,88,7,2005.63,2,4,4,244,At Risk,2,United Kingdom,2010-12-01 09:45:00,2011-09-13 09:59:00,0.8942990415685421,1.0676876395548611,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14217,2,17,2004.98,5,4,4,544,Champions,3,United Kingdom,2010-12-08 13:28:00,2011-12-08 11:53:00,2.9229069378637225,-0.7712914587612543,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14544,24,2,2004.3,4,1,4,414,Recent Customers,2,United Kingdom,2010-12-13 12:50:00,2011-11-15 15:06:00,0.4915165703042924,-0.1126871826736346,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17082,33,2,2003.85,4,1,4,414,Recent Customers,2,United Kingdom,2011-01-25 14:36:00,2011-11-06 15:17:00,0.3739516141327501,0.0821566654617363,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16754,372,1,2002.4,1,1,4,114,Lost,1,United Kingdom,2010-12-02 17:38:00,2010-12-02 17:38:00,-0.9082494353730576,1.4452093340730614,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
18188,15,3,2001.04,4,2,4,424,Potential Loyalists,2,United Kingdom,2011-02-22 14:43:00,2011-11-24 16:46:00,0.921538166857616,-0.2861530839356344,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13305,4,10,2000.86,5,4,4,544,Champions,3,United Kingdom,2010-12-02 12:10:00,2011-12-05 15:15:00,2.28117498058346,-0.6365915405790167,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
16698,227,2,1998.0,1,1,4,114,Lost,2,United Kingdom,2011-03-31 13:33:00,2011-04-27 10:52:00,-0.3543704674846862,1.287462946616731,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17679,53,2,1992.11,3,1,4,314,Need Attention,2,United Kingdom,2011-09-15 10:35:00,2011-10-18 07:43:00,0.1944456313573966,0.3732913431546432,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17088,28,4,1991.01,4,3,4,434,Loyal Customers,2,United Kingdom,2011-03-31 09:48:00,2011-11-11 14:23:00,0.8938936872891036,0.17438070279738,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17827,5,5,1987.33,5,3,4,534,Loyal Customers,3,United Kingdom,2010-12-10 10:18:00,2011-12-04 15:00:00,1.6598443314269822,-0.7553401905477326,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
13590,11,6,1981.92,5,3,4,534,Loyal Customers,3,United Kingdom,2011-02-09 13:25:00,2011-11-28 12:54:00,1.5332565461234464,-0.2579559410795902,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
17337,151,4,1981.06,2,3,4,234,At Risk,2,United Kingdom,2011-02-02 17:06:00,2011-07-11 14:55:00,0.2587073235290659,1.2227254500002611,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14462,66,11,1980.57,3,4,4,344,Loyal Customers,2,United Kingdom,2011-01-04 12:45:00,2011-10-04 15:55:00,1.3636957032945811,1.038206877291578,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13725,50,8,1980.56,3,4,4,344,Loyal Customers,2,United Kingdom,2011-02-04 12:18:00,2011-10-21 10:03:00,1.2076156816251635,0.755180787406094,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17422,16,6,1979.37,4,3,4,434,Loyal Customers,2,United Kingdom,2011-02-16 14:44:00,2011-11-23 13:27:00,1.39959393649296,-0.0376204886646135,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
18204,71,3,1975.35,3,2,4,324,Need Attention,2,United Kingdom,2011-05-31 15:26:00,2011-09-29 16:44:00,0.3408599091404226,0.6626318777975843,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17090,4,7,1974.65,5,4,4,544,Champions,3,United Kingdom,2010-12-20 13:52:00,2011-12-05 13:44:00,1.986769601846757,-0.7632063380903537,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
15531,8,2,1972.39,5,1,4,514,Recent Customers,0,United Kingdom,2011-11-09 17:47:00,2011-12-01 18:43:00,0.8741794721938999,-0.7661907033639057,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
16341,25,4,1971.87,4,3,4,434,Loyal Customers,2,United Kingdom,2011-05-22 13:20:00,2011-11-15 09:12:00,0.9310297008382004,0.1016390168299551,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
12674,39,4,1970.6,3,3,4,334,Loyal Customers,2,France,2011-05-16 09:10:00,2011-11-01 12:12:00,0.7661661597469552,0.3744932424537343,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17790,27,14,1964.3,4,4,4,444,Champions,3,United Kingdom,2010-12-10 10:47:00,2011-11-13 11:30:00,1.894989102566493,0.5674594660473522,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
17997,74,8,1962.46,2,4,4,244,At Risk,2,United Kingdom,2011-06-28 17:28:00,2011-09-26 16:13:00,1.055942442586504,0.9963240673347172,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13246,18,6,1961.52,4,3,4,434,Loyal Customers,2,United Kingdom,2011-01-13 13:36:00,2011-11-21 16:50:00,1.3528128031130335,0.0295918058102179,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14506,17,5,1960.65,4,3,4,434,Loyal Customers,2,United Kingdom,2010-12-05 14:25:00,2011-11-22 13:02:00,1.233771200026512,-0.0638105168672898,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14498,43,5,1957.32,3,3,4,334,Loyal Customers,2,United Kingdom,2010-12-13 11:29:00,2011-10-28 12:09:00,0.8915289695334289,0.5021939330042714,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
12853,135,6,1957.1,2,3,4,234,At Risk,2,United Kingdom,2011-01-28 10:28:00,2011-07-28 11:29:00,0.5998891571756416,1.276493319257432,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15493,33,5,1953.41,4,3,4,434,Loyal Customers,2,United Kingdom,2011-03-14 11:44:00,2011-11-07 12:04:00,0.989071524578125,0.3380189066005598,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17554,1,5,1952.45,5,3,4,534,Loyal Customers,3,United Kingdom,2011-07-14 20:01:00,2011-12-08 14:15:00,2.071120402614505,-1.4582356552134437,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
17218,4,10,1951.97,5,4,4,544,Champions,3,United Kingdom,2010-12-06 15:25:00,2011-12-05 13:52:00,2.269451267425805,-0.6455966585824258,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14533,25,7,1949.72,4,4,4,444,Champions,2,United Kingdom,2010-12-22 11:07:00,2011-11-15 12:05:00,1.350964034656383,0.2773125321143238,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15814,17,4,1945.33,4,3,4,434,Loyal Customers,2,United Kingdom,2011-10-20 09:04:00,2011-11-23 08:17:00,1.0650779703698308,-0.1364076244183061,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14418,4,3,1937.25,5,2,4,524,Potential Loyalists,0,United Kingdom,2011-08-23 17:18:00,2011-12-06 11:39:00,1.3505057477694735,-1.0353094838728094,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15864,22,6,1936.32,4,3,4,434,Loyal Customers,2,United Kingdom,2011-01-27 16:43:00,2011-11-17 13:32:00,1.2737021987957016,0.1460016784870054,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15157,4,3,1936.07,5,2,4,524,Potential Loyalists,0,United Kingdom,2010-12-16 13:44:00,2011-12-06 11:28:00,1.3502169955752386,-1.0355312777317909,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
15351,12,7,1934.66,5,4,4,544,Champions,3,United Kingdom,2010-12-05 11:49:00,2011-11-27 12:52:00,1.612070081596629,-0.164920991934236,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
12528,9,6,1933.48,5,3,4,534,Loyal Customers,3,Germany,2011-01-31 09:05:00,2011-11-30 14:40:00,1.5911762254506414,-0.3825436017017258,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14655,8,4,1932.23,5,3,4,534,Loyal Customers,2,United Kingdom,2011-05-01 14:59:00,2011-12-01 16:28:00,1.3266566616258066,-0.5782781049686536,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13094,21,12,1927.32,4,4,4,444,Champions,3,United Kingdom,2010-12-06 10:34:00,2011-11-18 14:07:00,1.848619222138461,0.352920950215064,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14653,1,7,1926.65,5,4,4,544,Champions,3,United Kingdom,2011-01-05 13:40:00,2011-12-08 13:45:00,2.325128589630657,-1.353033819529385,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
15518,64,8,1921.55,3,4,4,344,Loyal Customers,2,United Kingdom,2011-01-11 12:55:00,2011-10-06 13:05:00,1.100622957675591,0.8979386962664878,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14978,72,5,1921.37,3,3,4,334,Loyal Customers,2,United Kingdom,2011-01-13 12:03:00,2011-09-28 13:07:00,0.689349682806151,0.8163884969987112,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14285,21,4,1910.01,4,3,4,434,Loyal Customers,2,United Kingdom,2011-06-16 12:36:00,2011-11-18 14:50:00,0.979738646577282,-0.015865178628421,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17228,16,8,1906.09,4,4,4,444,Champions,3,United Kingdom,2010-12-02 16:00:00,2011-11-24 10:24:00,1.6091204295490598,0.0447798577178992,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
16983,13,7,1905.87,5,4,4,544,Champions,3,United Kingdom,2010-12-05 12:34:00,2011-11-27 12:10:00,1.5766556687399549,-0.1233989626810864,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14210,106,6,1905.84,2,3,4,234,At Risk,2,United Kingdom,2010-12-03 12:43:00,2011-08-26 12:36:00,0.6789242134580793,1.1147976600527263,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15819,49,4,1905.45,3,3,4,334,Loyal Customers,2,United Kingdom,2011-03-08 09:45:00,2011-10-21 14:50:00,0.6649929462343163,0.5037137651515214,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16942,13,9,1904.99,5,4,4,544,Champions,3,United Kingdom,2011-04-26 11:59:00,2011-11-27 12:40:00,1.7783506859036622,-0.0382102611892872,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14250,7,3,1904.05,5,2,4,524,Potential Loyalists,0,United Kingdom,2011-09-11 13:44:00,2011-12-02 14:30:00,1.1627731963523864,-0.7436497634826265,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
12762,8,2,1898.52,5,1,4,514,Recent Customers,0,Portugal,2011-11-14 14:23:00,2011-12-02 10:23:00,0.8560896536780154,-0.7800856996168147,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
14730,1,8,1897.57,5,4,4,544,Champions,3,United Kingdom,2011-03-08 12:49:00,2011-12-08 14:39:00,2.4244983752198035,-1.313515632113814,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14934,82,2,1890.94,2,1,4,214,Hibernating,2,Channel Islands,2011-03-02 11:48:00,2011-09-19 10:10:00,0.0055408726138814,0.6268201769784967,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
12371,45,2,1887.96,3,1,4,314,Need Attention,2,Switzerland,2011-10-11 10:43:00,2011-10-26 10:16:00,0.2302483600467355,0.2520976034035058,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15641,105,4,1887.2,2,3,4,234,At Risk,2,United Kingdom,2010-12-15 14:45:00,2011-08-26 14:04:00,0.3733926558522911,0.9765601545181208,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16170,51,6,1885.05,3,3,4,334,Loyal Customers,2,United Kingdom,2011-04-05 13:42:00,2011-10-20 08:21:00,0.9493702487830784,0.653366285437243,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13890,1,10,1883.81,5,4,4,544,Champions,3,United Kingdom,2010-12-16 09:31:00,2011-12-08 15:36:00,2.602628466556077,-1.2394043310809917,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
16128,18,5,1880.22,4,3,4,434,Loyal Customers,2,United Kingdom,2011-03-02 12:21:00,2011-11-22 11:14:00,1.1932668920857183,-0.0447829430121538,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17738,19,4,1879.05,4,3,4,434,Loyal Customers,2,United Kingdom,2011-03-02 16:26:00,2011-11-20 15:05:00,1.0084023128219797,-0.0822344626348295,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17368,23,8,1878.87,4,4,4,444,Champions,3,United Kingdom,2011-01-06 11:57:00,2011-11-16 15:26:00,1.470575642190414,0.2581508555615459,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
15367,57,4,1877.59,3,3,4,334,Loyal Customers,2,United Kingdom,2011-03-09 13:53:00,2011-10-13 14:13:00,0.6013165772759321,0.5924409437867764,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17463,16,5,1875.86,4,3,4,434,Loyal Customers,2,United Kingdom,2011-01-30 15:48:00,2011-11-23 13:40:00,1.2346546629018702,-0.1161379408838393,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16986,30,2,1873.2,4,1,4,414,Recent Customers,2,United Kingdom,2011-11-09 15:52:00,2011-11-10 11:55:00,0.3772859545241557,-0.0009448576927349,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13982,39,4,1871.81,3,3,4,334,Loyal Customers,2,United Kingdom,2010-12-09 13:57:00,2011-10-31 16:24:00,0.741791994542054,0.3557711677191261,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15021,9,9,1871.77,5,4,4,544,Champions,3,United Kingdom,2010-12-08 12:17:00,2011-12-01 11:53:00,1.8985453593832609,-0.2579158703654749,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
17469,16,5,1870.97,4,3,4,434,Loyal Customers,2,United Kingdom,2011-05-19 08:55:00,2011-11-23 13:15:00,1.2334176785640447,-0.1170880826845379,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16841,37,6,1869.82,3,3,4,334,Loyal Customers,2,United Kingdom,2011-02-25 12:40:00,2011-11-03 11:51:00,1.065342424095894,0.451574585214921,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17870,2,12,1865.89,5,4,4,544,Champions,3,United Kingdom,2010-12-08 08:12:00,2011-12-07 15:07:00,2.5943726786974146,-0.9219432305626372,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
16426,2,10,1863.76,5,4,4,544,Champions,3,United Kingdom,2011-03-08 15:45:00,2011-12-07 14:01:00,2.442670671813873,-0.9862604887925724,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
16201,3,4,1863.47,5,3,4,534,Loyal Customers,3,United Kingdom,2011-08-22 10:47:00,2011-12-06 16:02:00,1.6192586757019176,-1.1055456588359749,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14887,79,1,1862.0,2,1,4,214,Hibernating,2,United Kingdom,2011-09-21 15:32:00,2011-09-21 15:32:00,-0.3545947548315448,0.4427699765489075,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
12423,1,8,1859.31,5,4,4,544,Champions,3,Belgium,2010-12-21 10:54:00,2011-12-09 10:10:00,2.414845596618852,-1.32093004162669,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14305,71,3,1858.96,3,2,4,324,Need Attention,2,United Kingdom,2011-07-27 14:14:00,2011-09-29 15:29:00,0.3120802186181706,0.6405258687397583,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
12963,8,8,1856.63,5,4,4,544,Champions,3,United Kingdom,2010-12-09 09:14:00,2011-12-01 12:55:00,1.8396074644435016,-0.3679664573189615,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
17293,8,9,1854.06,5,4,4,544,Champions,3,United Kingdom,2010-12-13 14:55:00,2011-12-01 14:37:00,1.93428764004571,-0.3281681980691616,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14472,104,8,1852.67,2,4,4,244,At Risk,2,United Kingdom,2010-12-19 14:03:00,2011-08-28 11:01:00,0.9001274464855465,1.188669299793108,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16979,4,6,1852.0,5,3,4,534,Loyal Customers,3,United Kingdom,2011-02-15 09:20:00,2011-12-06 12:21:00,1.835552913209705,-0.8376271376468658,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
12383,185,5,1850.56,1,3,4,134,At Risk,2,Belgium,2010-12-22 14:28:00,2011-06-08 08:02:00,0.3142766404308555,1.395631954073495,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17873,80,5,1848.96,2,3,4,234,At Risk,2,United Kingdom,2010-12-01 14:54:00,2011-09-20 16:41:00,0.6314207203328426,0.8683277635909941,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
12381,5,5,1845.31,5,3,4,534,Loyal Customers,3,Norway,2011-08-12 09:57:00,2011-12-05 12:44:00,1.6247065416670394,-0.782329928262414,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
17519,17,6,1844.02,4,3,4,434,Loyal Customers,2,United Kingdom,2010-12-06 15:18:00,2011-11-22 16:43:00,1.34419236783937,-0.0271690444893789,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14524,32,9,1843.83,4,4,4,444,Champions,2,United Kingdom,2010-12-14 11:01:00,2011-11-08 12:29:00,1.4353420982988514,0.4934799000361987,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
18180,5,6,1843.75,5,3,4,534,Loyal Customers,3,United Kingdom,2011-07-20 08:59:00,2011-12-05 08:39:00,1.763790675029336,-0.7236721046117145,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
12950,2,3,1843.0,5,2,4,524,Potential Loyalists,0,United Kingdom,2011-11-15 13:48:00,2011-12-07 13:17:00,1.522004229840267,-1.3772951741739838,Recent Developing,Develop,Customers with recent purchasing activity but comparatively lower purchase frequency and monetary contribution.
16102,42,3,1842.14,3,2,4,324,Need Attention,2,United Kingdom,2011-08-03 12:50:00,2011-10-28 13:19:00,0.5046798105721144,0.3104449124615767,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16455,64,7,1841.18,3,4,4,344,Loyal Customers,2,United Kingdom,2010-12-03 16:44:00,2011-10-07 12:17:00,0.9737979293246412,0.8373318232478532,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14113,4,4,1840.42,5,3,4,534,Loyal Customers,3,United Kingdom,2010-12-20 12:14:00,2011-12-06 12:18:00,1.5281198762419042,-0.9686175880752296,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
14216,3,4,1839.3,5,3,4,534,Loyal Customers,3,United Kingdom,2011-11-02 10:51:00,2011-12-06 14:56:00,1.6130717855816568,-1.1102978798139078,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
13924,2,6,1838.85,5,3,4,534,Loyal Customers,3,United Kingdom,2011-09-28 15:07:00,2011-12-08 09:39:00,2.0273103924452127,-1.1640516607951352,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
17015,29,3,1838.61,4,2,4,424,Potential Loyalists,2,United Kingdom,2011-06-07 13:19:00,2011-11-11 10:45:00,0.6412911578313913,0.0815280624845193,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14459,155,1,1837.92,2,1,4,214,Hibernating,2,United Kingdom,2011-07-07 13:35:00,2011-07-07 13:35:00,-0.6158728386920818,0.8613928139263656,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
18287,43,3,1837.28,3,2,4,324,Need Attention,2,United Kingdom,2011-05-22 10:39:00,2011-10-28 09:29:00,0.4946459537308813,0.3240571892406056,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13650,17,6,1836.34,4,3,4,434,Loyal Customers,2,United Kingdom,2011-03-17 12:37:00,2011-11-23 12:22:00,1.3422145492819235,-0.0286882295171625,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
15827,73,14,1836.09,2,4,4,244,At Risk,2,United Kingdom,2010-12-02 13:06:00,2011-09-27 15:35:00,1.4917527675751352,1.1589867796631528,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
14665,61,5,1835.7,3,3,4,334,Loyal Customers,2,United Kingdom,2011-02-02 09:08:00,2011-10-10 09:14:00,0.7301235742794321,0.6962474212334478,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
13421,40,2,1833.71,3,1,4,314,Need Attention,2,United Kingdom,2011-02-22 15:46:00,2011-10-30 14:21:00,0.2603877296655313,0.1685381185971059,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16152,269,1,1829.04,1,1,4,114,Lost,1,United Kingdom,2011-03-16 09:47:00,2011-03-16 09:47:00,-0.8277191427137942,1.207385484604106,Low-Engagement / Reactivation,Reactivate,"Customers with relatively high recency and low frequency and monetary contribution, indicating lower recent engagement relative to the other segments."
15203,26,6,1827.8,4,3,4,434,Loyal Customers,2,United Kingdom,2011-02-01 12:29:00,2011-11-14 08:16:00,1.1851186636812696,0.2266538778761873,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17702,30,4,1824.37,4,3,4,434,Loyal Customers,2,United Kingdom,2011-05-17 16:23:00,2011-11-09 16:03:00,0.8269947873687917,0.184841334383235,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
16153,50,5,1824.23,3,3,4,334,Loyal Customers,2,United Kingdom,2010-12-20 09:22:00,2011-10-21 10:50:00,0.8017607911652611,0.570152644227003,Established Valuable,Nurture,Customers with established repeat purchasing behavior and materially higher monetary contribution than the lower-value groups.
17705,3,9,1823.52,5,4,4,544,Champions,3,United Kingdom,2011-02-11 10:57:00,2011-12-06 13:45:00,2.236190332509583,-0.8482917946196097,High-Value Engaged,Protect & Grow,"Customers with very recent purchasing activity, high purchase frequency, and the highest monetary contribution."
