customerid,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,cluster_id,country,first_purchase_date,last_purchase_date,PCA1,PCA2
17213,40,7,2781.23,3,4,5,345,Loyal Customers,2,United Kingdom,2010-12-08 13:03:00,2011-10-30 14:53:00,1.3453242288340674,0.695367094080087
12388,16,6,2780.66,4,3,5,435,Loyal Customers,3,Australia,2011-01-17 11:12:00,2011-11-24 12:30:00,1.560695009161075,0.08612308560604467
15984,3,10,2780.63,5,4,5,545,Champions,3,United Kingdom,2010-12-06 13:21:00,2011-12-07 12:16:00,2.5223937446208664,-0.6582414760943224
14121,4,4,2780.15,5,3,5,535,Loyal Customers,3,United Kingdom,2011-10-11 10:39:00,2011-12-06 12:19:00,1.723627251521862,-0.8184461397245621
15993,9,7,2777.67,5,4,5,545,Champions,3,United Kingdom,2011-10-26 16:21:00,2011-12-01 10:45:00,1.8837113409594104,-0.19957450409980912
13870,2,8,2770.94,5,4,5,545,Champions,3,United Kingdom,2011-02-25 09:09:00,2011-12-07 13:23:00,2.4490540087310286,-0.9186449177762623
15114,30,10,2760.56,4,4,5,445,Champions,3,United Kingdom,2011-02-11 08:45:00,2011-11-09 15:05:00,1.7367456420309877,0.6372271777303689
13971,19,8,2758.26,4,4,5,445,Champions,3,United Kingdom,2011-02-27 12:27:00,2011-11-21 12:06:00,1.7221840036877858,0.28233768433643097
13230,4,14,2755.63,5,4,5,545,Champions,3,United Kingdom,2010-12-09 19:28:00,2011-12-05 16:03:00,2.713519680238642,-0.4014304805572323
15321,71,3,2748.31,3,2,5,325,Need Attention,2,United Kingdom,2011-02-21 11:10:00,2011-09-30 09:40:00,0.49737783499962296,0.7828550846482775
17084,35,2,2747.99,3,1,5,315,Need Attention,2,United Kingdom,2011-11-04 14:49:00,2011-11-04 14:54:00,0.5017912093275068,0.23335774086271954
12669,151,3,2744.03,2,2,5,225,Hibernating,2,France,2011-03-28 10:15:00,2011-07-12 09:54:00,0.21120470700179667,1.2559736928696805
13174,16,3,2742.82,4,2,5,425,Potential Loyalists,2,United Kingdom,2010-12-05 16:24:00,2011-11-23 14:35:00,1.0478261411018623,-0.13292942822555143
14854,78,7,2740.03,2,4,5,245,At Risk,2,United Kingdom,2011-03-10 12:22:00,2011-09-22 17:00:00,1.0877070607337558,1.1057167290453853
16003,30,5,2735.37,4,3,5,435,Loyal Customers,2,United Kingdom,2010-12-15 12:09:00,2011-11-10 09:57:00,1.1839320936663416,0.4020308676272129
12840,144,4,2726.77,2,3,5,235,At Risk,2,United Kingdom,2011-04-27 12:21:00,2011-07-19 09:29:00,0.4281377942538504,1.309145227456014
15673,88,4,2726.23,2,3,5,235,At Risk,2,United Kingdom,2011-01-16 16:25:00,2011-09-12 16:12:00,0.6144961408196125,0.9996506788164813
12380,22,4,2724.81,4,3,5,435,Loyal Customers,2,Belgium,2011-06-07 09:49:00,2011-11-18 11:27:00,1.1311467959336672,0.1416556223114893
17838,27,5,2720.8,4,3,5,435,Loyal Customers,2,United Kingdom,2010-12-02 15:55:00,2011-11-13 11:20:00,1.2202814586788953,0.33556275142002556
14125,11,3,2720.63,5,2,5,525,Potential Loyalists,2,United Kingdom,2011-09-22 15:40:00,2011-11-29 12:47:00,1.1770283910161763,-0.3566909338918873
14808,40,8,2718.6,3,4,5,345,Loyal Customers,2,United Kingdom,2011-06-20 12:53:00,2011-10-31 12:21:00,1.441105946293099,0.7321292453762603
15356,31,10,2718.03,4,4,5,445,Champions,3,United Kingdom,2010-12-06 14:05:00,2011-11-08 13:11:00,1.7172585531309055,0.6517011702030577
12708,30,10,2712.91,4,4,5,445,Champions,3,Germany,2010-12-06 10:43:00,2011-11-10 09:52:00,1.7284928042806909,0.630888078777245
16938,9,4,2711.68,5,3,5,535,Loyal Customers,3,United Kingdom,2011-02-04 09:34:00,2011-12-01 10:20:00,1.4470269309666415,-0.38811394424005463
15696,33,8,2711.11,4,4,5,445,Champions,2,United Kingdom,2011-01-17 11:24:00,2011-11-06 14:02:00,1.5113127168942995,0.6124446977860584
17069,28,9,2709.7,4,4,5,445,Champions,3,United Kingdom,2010-12-01 16:49:00,2011-11-11 17:13:00,1.6671651555983136,0.5517209621916159
13285,23,4,2709.12,4,3,5,435,Loyal Customers,2,United Kingdom,2011-02-22 17:13:00,2011-11-16 13:19:00,1.1121519422289614,0.16653324087160867
15796,1,8,2708.61,5,4,5,545,Champions,3,United Kingdom,2011-02-10 15:40:00,2011-12-08 19:55:00,2.593157281716292,-1.1839667993419085
13654,43,6,2707.33,3,3,5,335,Loyal Customers,2,United Kingdom,2011-03-11 12:54:00,2011-10-27 16:24:00,1.1847565855857998,0.6792511265827683
14107,52,7,2703.23,3,4,5,345,Loyal Customers,2,United Kingdom,2010-12-10 13:29:00,2011-10-19 12:12:00,1.2337748856320332,0.8477546687168205
14732,8,8,2702.49,5,4,5,545,Champions,3,United Kingdom,2011-01-04 14:40:00,2011-12-01 14:34:00,2.017530567979749,-0.23130168897033238
17386,8,6,2686.42,5,3,5,535,Loyal Customers,3,United Kingdom,2011-06-27 12:11:00,2011-12-02 11:28:00,1.787299085616966,-0.3296057741648326
12625,212,2,2683.82,1,1,5,115,Lost,2,Germany,2011-01-24 13:27:00,2011-05-12 09:54:00,-0.1885141126477966,1.3517495296273017
13883,11,5,2674.48,5,3,5,535,Loyal Customers,3,United Kingdom,2011-03-31 17:17:00,2011-11-29 10:45:00,1.5358088478919474,-0.20782120090828604
18097,8,6,2662.4,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-20 14:49:00,2011-12-02 11:16:00,1.783042058459884,-0.33287564535476444
14713,9,11,2662.2,5,4,5,545,Champions,3,United Kingdom,2010-12-09 18:58:00,2011-11-30 16:26:00,2.2304758298558487,-0.0599343733867505
12360,52,3,2662.06,3,2,5,325,Need Attention,2,Austria,2011-05-23 09:43:00,2011-10-18 15:22:00,0.5992988719961567,0.5770247836009845
14439,320,1,2661.24,1,1,5,115,Lost,2,Greece,2011-01-24 11:39:00,2011-01-24 11:39:00,-0.7160843664496054,1.4535832584954171
15671,19,7,2657.13,4,4,5,445,Champions,3,United Kingdom,2011-03-14 09:37:00,2011-11-21 12:43:00,1.597901927143607,0.22368408165024256
12721,32,6,2656.13,4,3,5,435,Loyal Customers,2,France,2010-12-20 11:38:00,2011-11-08 12:13:00,1.2856010118651238,0.48992807266367433
13851,96,3,2651.46,2,2,5,225,Hibernating,2,United Kingdom,2011-02-24 17:18:00,2011-09-05 12:36:00,0.36652090924901903,0.95873515568334
16618,31,5,2647.59,4,3,5,435,Loyal Customers,2,United Kingdom,2011-01-21 11:55:00,2011-11-08 13:52:00,1.1563444063907087,0.41028269794964267
13658,10,5,2639.17,5,3,5,535,Loyal Customers,3,United Kingdom,2011-05-19 17:15:00,2011-11-30 10:13:00,1.5627476290652353,-0.26781946982460914
17655,11,7,2638.94,5,4,5,545,Champions,3,United Kingdom,2010-12-08 16:45:00,2011-11-29 11:34:00,1.789780421462113,-0.10264748843034718
13771,64,4,2634.45,3,3,5,335,Loyal Customers,2,United Kingdom,2011-04-06 15:47:00,2011-10-06 14:18:00,0.7183071407525492,0.7879692736043568
12520,79,5,2634.26,2,3,5,235,At Risk,2,Germany,2011-03-11 11:35:00,2011-09-21 15:23:00,0.803930789827995,0.9893146584692032
17402,5,13,2633.85,5,4,5,545,Champions,3,United Kingdom,2010-12-05 13:53:00,2011-12-05 10:15:00,2.560020642898314,-0.3286971594368963
18260,173,6,2628.35,2,3,5,235,At Risk,2,United Kingdom,2010-12-16 18:23:00,2011-06-20 12:37:00,0.6455277568289163,1.540048991791843
15752,40,7,2626.6,3,4,5,345,Loyal Customers,2,United Kingdom,2010-12-02 09:43:00,2011-10-31 11:37:00,1.3182111214393426,0.6745412065608942
13422,64,1,2626.3,3,1,5,315,Need Attention,2,United Kingdom,2011-10-06 13:42:00,2011-10-06 13:42:00,-0.11227713420532398,0.4363419379796055
13644,16,4,2624.26,4,3,5,435,Loyal Customers,2,United Kingdom,2011-08-26 11:53:00,2011-11-23 14:07:00,1.2287960200593064,-0.06365994214567995
17346,4,15,2622.88,5,4,5,545,Champions,3,United Kingdom,2010-12-01 14:34:00,2011-12-06 12:18:00,2.7485162239525134,-0.39471844472022877
18210,2,6,2621.38,5,3,5,535,Loyal Customers,3,United Kingdom,2011-03-17 16:58:00,2011-12-08 11:02:00,2.195350295472222,-1.0349782916593848
16255,17,8,2619.91,4,4,5,445,Champions,3,United Kingdom,2010-12-09 14:25:00,2011-11-23 12:40:00,1.7380405015854885,0.19681085972390655
14262,8,8,2618.23,5,4,5,545,Champions,3,United Kingdom,2011-04-13 12:23:00,2011-12-01 14:17:00,2.002517309646388,-0.24283354420165074
13021,4,9,2616.38,5,4,5,545,Champions,3,United Kingdom,2010-12-16 10:12:00,2011-12-05 16:37:00,2.3220522365352636,-0.5754074615261945
15782,10,3,2614.74,5,2,5,525,Potential Loyalists,2,United Kingdom,2011-09-11 14:29:00,2011-11-30 10:49:00,1.1914502094954649,-0.42630362484225126
14397,3,19,2612.96,5,4,5,545,Champions,3,United Kingdom,2011-05-10 12:25:00,2011-12-07 09:22:00,3.0338744817575054,-0.4521998761156368
18075,23,10,2611.75,4,4,5,445,Champions,3,United Kingdom,2010-12-14 10:48:00,2011-11-16 15:21:00,1.8082470507518693,0.4548076648912865
12836,59,4,2610.36,3,3,5,335,Loyal Customers,2,United Kingdom,2011-02-01 11:19:00,2011-10-11 15:10:00,0.7445292257310797,0.7338829179882864
12726,28,7,2609.1,4,4,5,445,Champions,2,France,2010-12-17 12:56:00,2011-11-11 13:35:00,1.4473194801872578,0.45259053275416106
13136,56,5,2607.61,3,3,5,335,Loyal Customers,2,United Kingdom,2011-05-11 12:47:00,2011-10-14 13:41:00,0.9285992263417285,0.7707241126705748
13983,30,12,2603.43,4,4,5,445,Champions,3,United Kingdom,2010-12-08 10:38:00,2011-11-10 11:06:00,1.860129427720298,0.679792886764972
17317,46,3,2600.34,3,2,5,325,Need Attention,2,United Kingdom,2011-09-11 12:45:00,2011-10-24 17:19:00,0.6340752187660441,0.4923207144885331
17965,38,14,2599.19,3,4,5,345,Loyal Customers,3,United Kingdom,2010-12-05 15:54:00,2011-11-02 09:31:00,1.901146262454998,0.8794738582900195
12600,29,10,2599.04,4,4,5,445,Champions,3,Germany,2010-12-03 12:57:00,2011-11-11 10:29:00,1.7206944511481457,0.5944903367289622
14408,11,7,2599.03,5,4,5,545,Champions,3,United Kingdom,2011-03-20 14:41:00,2011-11-29 11:41:00,1.7825575120616708,-0.10819548765245757
13895,28,4,2593.07,4,3,5,435,Loyal Customers,2,United Kingdom,2011-06-28 10:17:00,2011-11-11 16:57:00,1.0191105325062604,0.270561192035882
16919,156,11,2592.25,2,4,5,245,At Risk,2,United Kingdom,2010-12-06 12:52:00,2011-07-06 13:35:00,1.1659625797066653,1.676016139271694
16241,10,13,2590.31,5,4,5,545,Champions,3,United Kingdom,2010-12-05 11:04:00,2011-11-30 11:08:00,2.3205772575470487,0.049485447970352384
14243,9,10,2588.77,5,4,5,545,Champions,3,United Kingdom,2010-12-09 08:34:00,2011-12-01 11:12:00,2.138485556976794,-0.10340085540374747
13804,31,7,2588.39,4,4,5,445,Champions,2,United Kingdom,2011-02-23 09:09:00,2011-11-09 12:32:00,1.4059383471511517,0.5120939006581057
18077,8,11,2584.41,5,4,5,545,Champions,3,United Kingdom,2010-12-08 10:21:00,2011-12-01 13:32:00,2.2566673246252424,-0.13752276883925454
13911,57,9,2580.91,3,4,5,345,Loyal Customers,2,United Kingdom,2011-02-04 14:46:00,2011-10-13 15:43:00,1.3793036244544177,0.9734032931793913
14546,5,5,2573.93,5,3,5,535,Loyal Customers,3,United Kingdom,2011-04-05 12:37:00,2011-12-04 13:00:00,1.7824264683113653,-0.6611834508774892
18245,7,7,2567.06,5,4,5,545,Champions,3,United Kingdom,2010-12-19 14:58:00,2011-12-02 14:48:00,1.9315780103353881,-0.3697403923016254
15485,30,3,2564.5,4,2,5,425,Potential Loyalists,2,United Kingdom,2010-12-01 13:23:00,2011-11-09 14:31:00,0.7864695544432323,0.2234489853039697
16308,38,4,2560.0,3,3,5,335,Loyal Customers,2,United Kingdom,2011-03-23 14:46:00,2011-11-02 11:24:00,0.8998540416016688,0.4537018885559359
15033,5,10,2557.18,5,4,5,545,Champions,3,United Kingdom,2011-01-14 13:28:00,2011-12-05 12:40:00,2.32780061361798,-0.4317014312479754
16912,29,11,2555.58,4,4,5,445,Champions,3,United Kingdom,2011-01-20 15:42:00,2011-11-11 12:18:00,1.7914350916456208,0.621634733366359
14334,17,8,2552.21,4,4,5,445,Champions,3,United Kingdom,2010-12-16 17:37:00,2011-11-23 10:01:00,1.7256317583090768,0.18727956226076997
14676,31,6,2548.24,4,3,5,435,Loyal Customers,2,United Kingdom,2011-03-01 14:26:00,2011-11-08 13:29:00,1.277701351449071,0.45532406575577455
14776,51,11,2538.3,3,4,5,345,Loyal Customers,3,United Kingdom,2011-01-31 13:17:00,2011-10-19 15:34:00,1.5781027781851038,0.9678588227282321
17700,17,4,2534.64,4,3,5,435,Loyal Customers,2,United Kingdom,2011-03-03 16:34:00,2011-11-23 11:51:00,1.190492363492413,-0.04007539637693853
15572,5,7,2533.42,5,4,5,545,Champions,3,United Kingdom,2011-03-06 14:44:00,2011-12-05 10:09:00,2.0352198025943875,-0.5569147574557399
14659,9,9,2529.93,5,4,5,545,Champions,3,United Kingdom,2011-01-28 12:43:00,2011-12-01 12:17:00,2.041345938325797,-0.1482291143829617
17314,25,8,2527.92,4,4,5,445,Champions,3,United Kingdom,2011-01-31 11:25:00,2011-11-15 09:41:00,1.580629146744386,0.4169120482554114
14701,11,9,2526.09,5,4,5,545,Champions,3,United Kingdom,2011-01-27 12:40:00,2011-11-29 12:38:00,1.970979518968832,-0.03320193696427663
13394,2,8,2520.02,5,4,5,545,Champions,3,United Kingdom,2011-02-03 10:39:00,2011-12-08 11:36:00,2.404064301661131,-0.9532020257210867
17449,2,7,2519.21,5,4,5,545,Champions,3,United Kingdom,2010-12-15 10:57:00,2011-12-07 16:56:00,2.2973346624098174,-0.9983734008105957
15245,134,3,2515.84,2,2,5,225,Hibernating,2,United Kingdom,2011-03-23 13:42:00,2011-07-28 18:56:00,0.2153609186670898,1.1491767450477415
13344,68,3,2511.69,3,2,5,325,Need Attention,2,United Kingdom,2011-03-07 10:28:00,2011-10-03 09:45:00,0.4709633817273485,0.7230980586613625
12352,36,8,2506.04,3,4,5,345,Loyal Customers,2,Norway,2011-02-16 12:33:00,2011-11-03 14:37:00,1.441731883227469,0.637413405228609
13695,31,15,2504.13,4,4,5,445,Champions,3,United Kingdom,2011-03-25 11:31:00,2011-11-08 14:26:00,2.017454291305218,0.765187894118304
13471,1,4,2501.84,5,3,5,535,Loyal Customers,3,United Kingdom,2011-10-23 13:10:00,2011-12-08 15:44:00,2.0236542661851242,-1.437716847606699
15932,4,8,2495.87,5,4,5,545,Champions,3,United Kingdom,2011-02-23 14:50:00,2011-12-05 17:13:00,2.2043658856985813,-0.6328770267869466
16477,64,7,2494.46,3,4,5,345,Loyal Customers,2,United Kingdom,2010-12-03 12:48:00,2011-10-07 09:44:00,1.1177152499472651,0.9478763612720529
15271,7,15,2493.34,5,4,5,545,Champions,3,United Kingdom,2010-12-09 13:47:00,2011-12-02 14:11:00,2.544969293042954,-0.11520592987536593
12483,17,8,2484.98,4,4,5,445,Champions,3,Sweden,2011-01-04 14:20:00,2011-11-22 17:02:00,1.7129791813071669,0.17756097332761922
12913,5,5,2483.63,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-06 16:36:00,2011-12-05 12:11:00,1.765499781440591,-0.674185032426638
12517,28,5,2481.6,4,3,5,435,Loyal Customers,2,Germany,2011-06-02 15:13:00,2011-11-11 14:04:00,1.163260483909814,0.3243063271880675
14315,45,6,2481.13,3,3,5,335,Loyal Customers,2,United Kingdom,2011-03-18 12:59:00,2011-10-26 12:06:00,1.1264225546551077,0.6756665628333192
13507,3,4,2479.16,5,3,5,535,Loyal Customers,3,United Kingdom,2011-07-17 11:50:00,2011-12-06 13:13:00,1.754557183394372,-1.0016213294813132
13588,16,9,2478.95,4,4,5,445,Champions,3,United Kingdom,2011-03-29 15:53:00,2011-11-24 10:42:00,1.8289986871479633,0.18074419396222105
17682,10,6,2474.33,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-06 13:35:00,2011-11-29 15:59:00,1.671663945545622,-0.23233389094599008
17188,11,7,2474.23,5,4,5,545,Champions,3,United Kingdom,2010-12-12 12:56:00,2011-11-28 13:53:00,1.759233960186402,-0.12611057428678818
14766,8,6,2473.37,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-08 15:33:00,2011-12-01 16:05:00,1.7481358244019065,-0.3596875224895666
16710,19,10,2467.99,4,4,5,445,Champions,3,United Kingdom,2010-12-06 13:13:00,2011-11-20 14:50:00,1.8510590922237542,0.31861565504886913
17164,33,7,2467.35,4,4,5,445,Champions,2,United Kingdom,2011-03-11 14:26:00,2011-11-07 09:14:00,1.360080890767181,0.5330906845820438
12455,73,6,2466.86,2,3,5,235,At Risk,2,Spain,2011-02-16 09:56:00,2011-09-27 15:31:00,0.9420778208143546,0.974954819996061
17131,5,5,2463.17,5,3,5,535,Loyal Customers,3,United Kingdom,2011-09-25 12:42:00,2011-12-04 12:52:00,1.761579122692133,-0.6771965351993675
15750,3,8,2463.05,5,4,5,545,Champions,3,United Kingdom,2010-12-08 10:36:00,2011-12-07 12:34:00,2.283332435304688,-0.7791547417113961
13784,10,11,2462.79,5,4,5,545,Champions,3,United Kingdom,2011-01-11 14:38:00,2011-11-30 09:33:00,2.157165145905055,-0.027858973710084636
13975,31,6,2461.24,4,3,5,435,Loyal Customers,2,United Kingdom,2011-03-08 12:19:00,2011-11-08 13:19:00,1.2612368825021751,0.44267751907414965
15674,73,5,2446.6,2,3,5,235,At Risk,2,United Kingdom,2011-03-30 09:19:00,2011-09-27 15:17:00,0.798684224409728,0.9129868485529641
14163,87,4,2445.91,2,3,5,235,At Risk,2,United Kingdom,2011-04-14 17:33:00,2011-09-13 15:18:00,0.5673854287613729,0.9529857271578055
14502,20,11,2429.83,4,4,5,445,Champions,3,United Kingdom,2011-01-30 15:52:00,2011-11-20 11:50:00,1.9037689086437226,0.3771560709165208
17071,28,9,2429.03,4,4,5,445,Champions,3,United Kingdom,2011-02-03 08:18:00,2011-11-11 16:31:00,1.6153383877551668,0.5119122297630087
15527,19,8,2428.53,4,4,5,445,Champions,3,United Kingdom,2010-12-20 14:15:00,2011-11-21 12:17:00,1.6618407364528691,0.23598733143591932
13949,3,6,2427.32,5,3,5,535,Loyal Customers,3,United Kingdom,2011-09-06 11:55:00,2011-12-07 09:35:00,2.0490019862016884,-0.8806072900840151
16143,3,6,2424.94,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-05 15:18:00,2011-12-06 14:13:00,2.0485370377562484,-0.8809644222963428
17722,96,4,2424.04,2,3,5,235,At Risk,2,United Kingdom,2010-12-08 12:41:00,2011-09-04 15:22:00,0.5259317311051339,1.0114448837216272
15089,10,6,2420.84,5,3,5,535,Loyal Customers,3,United Kingdom,2011-08-03 14:14:00,2011-11-29 16:31:00,1.661305477478793,-0.2402903485991213
15373,8,12,2415.91,5,4,5,545,Champions,3,United Kingdom,2010-12-03 14:40:00,2011-12-01 15:05:00,2.2971394924090087,-0.13145012322556865
12397,36,2,2409.9,3,1,5,315,Need Attention,2,Belgium,2011-07-27 14:21:00,2011-11-04 09:52:00,0.4290997862241313,0.20293114708149007
17589,60,4,2404.17,3,3,5,335,Loyal Customers,2,United Kingdom,2011-04-13 13:47:00,2011-10-10 16:58:00,0.699215499805825,0.7144054238794993
15980,89,3,2398.86,2,2,5,225,Hibernating,2,United Kingdom,2011-03-30 15:05:00,2011-09-12 09:41:00,0.3476809418564298,0.8748040147067097
18065,6,14,2392.83,5,4,5,545,Champions,3,United Kingdom,2010-12-10 12:44:00,2011-12-04 10:30:00,2.5180778160153894,-0.2395230981850835
13141,85,5,2388.75,2,3,5,235,At Risk,2,United Kingdom,2011-01-28 13:04:00,2011-09-16 09:54:00,0.7299353038841524,0.9995446570705526
15370,41,7,2386.05,3,4,5,345,Loyal Customers,2,United Kingdom,2011-01-11 11:32:00,2011-10-30 10:58:00,1.2634810024988725,0.6548493117952348
14493,7,5,2383.24,5,3,5,535,Loyal Customers,3,United Kingdom,2011-07-07 16:59:00,2011-12-02 16:14:00,1.6360500454777307,-0.5068340436510953
14239,43,11,2380.85,3,4,5,345,Loyal Customers,3,United Kingdom,2011-01-27 14:45:00,2011-10-27 14:40:00,1.6115659543521297,0.83864417749998
15270,16,7,2379.49,4,4,5,445,Champions,3,United Kingdom,2011-02-02 13:25:00,2011-11-24 09:24:00,1.6076766428221074,0.08047974869585985
13722,132,3,2375.41,2,2,5,225,Hibernating,2,United Kingdom,2011-03-02 11:43:00,2011-07-31 12:44:00,0.19383969890539526,1.1188047049964114
17434,2,7,2373.82,5,4,5,545,Champions,3,United Kingdom,2011-09-15 13:54:00,2011-12-07 13:16:00,2.269160061134816,-1.0200146339053109
13908,80,4,2369.55,2,3,5,235,At Risk,2,United Kingdom,2011-03-08 12:04:00,2011-09-21 11:49:00,0.5840157174835451,0.8888935285989663
17530,1,10,2367.12,5,4,5,545,Champions,3,United Kingdom,2010-12-09 20:01:00,2011-12-08 18:42:00,2.7108636578865046,-1.1562676441845146
15755,10,6,2364.25,5,3,5,535,Loyal Customers,3,United Kingdom,2011-02-18 11:53:00,2011-11-29 14:57:00,1.6500946111369308,-0.24890154310476298
12457,66,7,2363.23,3,4,5,345,Loyal Customers,2,Switzerland,2011-04-14 18:57:00,2011-10-04 13:13:00,1.080524454893915,0.9474134410670894
14930,109,3,2362.96,2,2,5,225,Hibernating,2,Channel Islands,2011-03-10 14:42:00,2011-08-23 10:31:00,0.26387855846243263,0.9965270019741149
14030,18,8,2358.84,4,4,5,445,Champions,3,United Kingdom,2010-12-08 16:11:00,2011-11-21 16:48:00,1.6676348477182188,0.19287086819188878
17634,36,9,2358.59,3,4,5,345,Loyal Customers,3,United Kingdom,2011-01-06 12:45:00,2011-11-03 13:09:00,1.5083276078754866,0.6556396768749495
14440,8,5,2357.68,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-09 12:49:00,2011-12-01 15:42:00,1.5859465822039382,-0.43609264418047605
15140,52,7,2354.25,3,4,5,345,Loyal Customers,2,United Kingdom,2011-03-20 14:37:00,2011-10-18 14:07:00,1.168260653330161,0.7974324384773417
14309,8,9,2352.53,5,4,5,545,Champions,3,United Kingdom,2010-12-16 13:05:00,2011-12-01 13:33:00,2.0471363255377195,-0.2414878336044598
12704,7,8,2340.84,5,4,5,545,Champions,3,Finland,2011-06-23 10:20:00,2011-12-02 13:15:00,1.9944315914463935,-0.358270718692243
18259,25,3,2338.6,4,2,5,425,Potential Loyalists,2,United Kingdom,2010-12-08 13:38:00,2011-11-15 12:34:00,0.8099548997892506,0.07837562430903446
12584,4,9,2338.15,5,4,5,545,Champions,3,Italy,2011-03-04 15:15:00,2011-12-06 09:35:00,2.26876369416021,-0.6163389996714875
18257,39,8,2337.63,3,4,5,345,Loyal Customers,2,United Kingdom,2011-02-16 15:13:00,2011-10-31 14:48:00,1.3789791442997006,0.6615101726797781
15281,59,9,2332.15,3,4,5,345,Loyal Customers,2,United Kingdom,2011-01-10 15:51:00,2011-10-12 09:10:00,1.3183165289942573,0.9579971113832758
12782,5,5,2330.92,5,3,5,535,Loyal Customers,3,Portugal,2010-12-17 11:30:00,2011-12-05 09:16:00,1.7354232444121434,-0.6972871641005292
15785,33,5,2328.97,4,3,5,435,Loyal Customers,2,United Kingdom,2011-02-17 14:17:00,2011-11-07 11:33:00,1.0724124409699263,0.4020340165344287
17313,31,1,2328.84,4,1,5,415,Recent Customers,2,United Kingdom,2011-11-08 15:45:00,2011-11-08 15:45:00,0.10145311240643066,-0.056659332150716384
17744,4,6,2322.4,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-16 14:17:00,2011-12-06 12:11:00,1.9428190782509909,-0.7552347709128476
17211,27,8,2317.22,4,4,5,445,Champions,3,United Kingdom,2010-12-05 12:44:00,2011-11-13 12:03:00,1.5110719845472806,0.43220864170705003
14290,11,5,2314.65,5,3,5,535,Loyal Customers,3,United Kingdom,2010-12-13 10:24:00,2011-11-28 14:02:00,1.4673225881354186,-0.26042627938694063
15365,26,7,2314.32,4,4,5,445,Champions,2,United Kingdom,2011-01-28 13:08:00,2011-11-14 08:29:00,1.4177935618456514,0.36364365871667675
17954,5,12,2314.13,5,4,5,545,Champions,3,United Kingdom,2010-12-03 14:18:00,2011-12-04 14:15:00,2.4316262740981758,-0.40415854161069986
13704,5,9,2308.06,5,4,5,545,Champions,3,United Kingdom,2011-09-12 14:40:00,2011-12-04 15:13:00,2.192978284062568,-0.505474210945102
15288,43,5,2306.52,3,3,5,335,Loyal Customers,2,United Kingdom,2010-12-09 13:59:00,2011-10-27 16:58:00,0.9693314443856199,0.5619549027226226
16550,109,5,2298.97,2,3,5,235,At Risk,2,United Kingdom,2010-12-06 13:53:00,2011-08-23 11:12:00,0.6177562764798207,1.1416308852336625
15105,18,7,2298.93,4,4,5,445,Champions,3,United Kingdom,2011-07-28 10:09:00,2011-11-21 16:54:00,1.5488646054348931,0.1384509683664539
13115,12,4,2294.78,5,3,5,535,Loyal Customers,2,United Kingdom,2011-06-08 16:15:00,2011-11-28 12:38:00,1.2676846131185417,-0.28256456071082864
15704,140,4,2293.62,2,3,5,235,At Risk,2,United Kingdom,2011-05-08 12:42:00,2011-07-22 13:35:00,0.35683411101940443,1.228434420460125
12615,2,4,2291.19,5,3,5,535,Loyal Customers,3,France,2011-06-24 13:35:00,2011-12-07 15:02:00,1.8270804091272441,-1.212698221070215
17696,38,8,2285.71,3,4,5,345,Loyal Customers,2,United Kingdom,2010-12-10 09:51:00,2011-11-01 13:43:00,1.3780051424517659,0.6372834875864264
12684,8,7,2283.63,5,4,5,545,Champions,3,France,2011-05-10 12:55:00,2011-12-02 09:53:00,1.8311342149371117,-0.3376659770036609
14554,10,4,2279.49,5,3,5,535,Loyal Customers,2,United Kingdom,2011-10-18 13:04:00,2011-11-29 16:44:00,1.328330479275035,-0.3908998712339821
13994,4,6,2274.14,5,3,5,535,Loyal Customers,3,United Kingdom,2011-07-14 18:28:00,2011-12-06 11:05:00,1.9328665335714539,-0.7628794341750935
13317,66,6,2273.68,3,3,5,335,Loyal Customers,2,United Kingdom,2010-12-16 09:22:00,2011-10-04 13:35:00,0.9413885417254895,0.8822720231539809
14466,29,7,2272.4,4,4,5,445,Champions,2,United Kingdom,2010-12-02 13:36:00,2011-11-10 14:07:00,1.3688825700491225,0.42378094896418295
16782,10,13,2267.95,5,4,5,545,Champions,3,United Kingdom,2010-12-09 11:28:00,2011-11-29 13:20:00,2.2575874127766067,0.0011022286313595176
16057,16,7,2263.12,4,4,5,445,Champions,3,United Kingdom,2011-02-28 10:35:00,2011-11-23 15:23:00,1.583911877843767,0.06222576123681769
16209,89,5,2262.62,2,3,5,235,At Risk,2,United Kingdom,2011-04-07 12:23:00,2011-09-12 11:58:00,0.6868584145941581,1.0086164716372226
16293,22,10,2248.99,4,4,5,445,Champions,3,United Kingdom,2010-12-07 15:02:00,2011-11-18 09:58:00,1.7536291344512633,0.3733872367672181
13700,26,10,2248.63,4,4,5,445,Champions,3,United Kingdom,2011-01-16 13:18:00,2011-11-13 13:00:00,1.6923026910607997,0.47497591968370395
17442,37,6,2248.56,3,3,5,335,Loyal Customers,2,United Kingdom,2011-02-22 13:02:00,2011-11-03 09:17:00,1.1527567017243416,0.5187184904471092
